"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3339","Комментарий размещается под продуктом.","chromium","Wed Apr 30 21:45:55 GMT 2025","passed","Wed Apr 30 21:45:58 GMT 2025","Тесты в рамках ДЗ №16 по academybugs","tests.spec.js","",""
"","88","GET /todos (406)","chromium","Wed Apr 30 21:45:36 GMT 2025","passed","Wed Apr 30 21:45:36 GMT 2025","API challenge","apiChallenges.spec.js","",""
"","134","GET /challenges (200)","chromium","Wed Apr 30 21:45:33 GMT 2025","passed","Wed Apr 30 21:45:33 GMT 2025","API challenge","apiChallenges.spec.js","",""
"","5772","Текст в разделе «Новый пользователь» на английском языке.","chromium","Wed Apr 30 21:46:28 GMT 2025","passed","Wed Apr 30 21:46:33 GMT 2025","Тесты в рамках ДЗ №16 по academybugs","tests.spec.js","",""
"","92","GET /challenger/guid (existing X-CHALLENGER)","chromium","Wed Apr 30 21:45:36 GMT 2025","passed","Wed Apr 30 21:45:36 GMT 2025","API challenge","apiChallenges.spec.js","",""
"","88","OPTIONS /todos (200)","chromium","Wed Apr 30 21:45:35 GMT 2025","passed","Wed Apr 30 21:45:35 GMT 2025","API challenge","apiChallenges.spec.js","",""
"","113","POST /todos/{id} (200)","chromium","Wed Apr 30 21:45:35 GMT 2025","passed","Wed Apr 30 21:45:35 GMT 2025","API challenge","apiChallenges.spec.js","",""
"","5748","Надпись кнопки «Войти» располагается по центру вертикально.","chromium","Wed Apr 30 21:46:22 GMT 2025","passed","Wed Apr 30 21:46:28 GMT 2025","Тесты в рамках ДЗ №16 по academybugs","tests.spec.js","",""
"","173","PUT /challenger/guid CREATE","chromium","Wed Apr 30 21:45:37 GMT 2025","passed","Wed Apr 30 21:45:37 GMT 2025","API challenge","apiChallenges.spec.js","",""
"","91","POST /todos (201) max out content","chromium","Wed Apr 30 21:45:34 GMT 2025","passed","Wed Apr 30 21:45:34 GMT 2025","API challenge","apiChallenges.spec.js","",""
"","131","HEAD /todos (200)","chromium","Wed Apr 30 21:45:34 GMT 2025","passed","Wed Apr 30 21:45:34 GMT 2025","API challenge","apiChallenges.spec.js","",""
"","135","POST /todos (400) description too long","chromium","Wed Apr 30 21:45:34 GMT 2025","passed","Wed Apr 30 21:45:34 GMT 2025","API challenge","apiChallenges.spec.js","",""
"","114","GET /todos/{id} (404)","chromium","Wed Apr 30 21:45:33 GMT 2025","passed","Wed Apr 30 21:45:33 GMT 2025","API challenge","apiChallenges.spec.js","",""
"","142","GET /todos (200)","chromium","Wed Apr 30 21:45:33 GMT 2025","passed","Wed Apr 30 21:45:33 GMT 2025","API challenge","apiChallenges.spec.js","",""
"","5862","Заголовок поля пароля выравнивается так же, как и поле выше.","chromium","Wed Apr 30 21:46:33 GMT 2025","passed","Wed Apr 30 21:46:39 GMT 2025","Тесты в рамках ДЗ №16 по academybugs","tests.spec.js","",""
"","91","DELETE /todos/{id} (200)","chromium","Wed Apr 30 21:45:35 GMT 2025","passed","Wed Apr 30 21:45:35 GMT 2025","API challenge","apiChallenges.spec.js","",""
"","4866","Краткое описание и описание продукта на английском языке.","chromium","Wed Apr 30 21:45:44 GMT 2025","passed","Wed Apr 30 21:45:49 GMT 2025","Тесты в рамках ДЗ №16 по academybugs","tests.spec.js","",""
"","90","PUT /todos/{id} no title (400)","chromium","Wed Apr 30 21:45:35 GMT 2025","passed","Wed Apr 30 21:45:35 GMT 2025","API challenge","apiChallenges.spec.js","",""
"","87","GET /todos (200) no accept","chromium","Wed Apr 30 21:45:36 GMT 2025","passed","Wed Apr 30 21:45:36 GMT 2025","API challenge","apiChallenges.spec.js","",""
